,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
11,009 - Highland,1265,0,0,1265,,6,ROANOKE CITY
12,010 - Old Southwest-Wasena,1814,0,0,1814,,24,ROANOKE CITY
13,011 - RALEIGH COURT,2155,0,0,2155,,18,ROANOKE CITY
14,012 - SOUTH ROANOKE,1593,0,0,1593,,39,ROANOKE CITY
15,013 - GARDEN CITY,1358,0,0,1358,,12,ROANOKE CITY
16,014 - Crystal Spring,1751,0,0,1751,,28,ROANOKE CITY
17,015 - Grandin Court,1597,0,0,1597,,24,ROANOKE CITY
18,016 - Deyerle,1776,0,0,1776,,34,ROANOKE CITY
19,017 - LEE-HI,1785,0,0,1785,,9,ROANOKE CITY
20,018 - Summit Hills,1514,0,0,1514,,34,ROANOKE CITY
21,019 - Forest Park,1158,0,0,1158,,45,ROANOKE CITY
22,020 - EUREKA PARK,1663,0,0,1663,,122,ROANOKE CITY
1,# Central Absentee,3,3094,0,3097,,12,ROANOKE COUNTY
2,## Provisional,0,0,67,67,,0,ROANOKE COUNTY
3,101 - CATAWBA,460,0,0,460,,0,ROANOKE COUNTY
4,102 - MASON VALLEY,458,0,0,458,,3,ROANOKE COUNTY
5,103 - GLENVAR,1136,0,0,1136,,5,ROANOKE COUNTY
6,104 - NORTHSIDE,920,0,0,920,,12,ROANOKE COUNTY
7,105 - PETERS CREEK,1877,0,0,1877,,12,ROANOKE COUNTY
8,106 - GREEN HILL,1783,0,0,1783,,40,ROANOKE COUNTY
9,107 - BENNETT SPRINGS,619,0,0,619,,2,ROANOKE COUNTY
10,108 - WILDWOOD,932,0,0,932,,7,ROANOKE COUNTY
11,201 - PLANTATION,1170,0,0,1170,,12,ROANOKE COUNTY
12,202 - BURLINGTON,833,0,0,833,,2,ROANOKE COUNTY
13,203 - MOUNTAIN VIEW,1869,0,0,1869,,13,ROANOKE COUNTY
14,204 - BOTETOURT SPRINGS,1512,0,0,1512,,12,ROANOKE COUNTY
15,205 - ORCHARDS,2073,0,0,2073,,27,ROANOKE COUNTY
16,206 - HOLLINS,642,0,0,642,,2,ROANOKE COUNTY
17,301 - BENT MOUNTAIN,458,0,0,458,,1,ROANOKE COUNTY
18,302 - POAGES MILL,1975,0,0,1975,,4,ROANOKE COUNTY
19,303 - WINDSOR HILLS,1090,0,0,1090,,2,ROANOKE COUNTY
20,304 - OAK GROVE,2001,0,0,2001,,16,ROANOKE COUNTY
21,305 - CASTLE ROCK,2199,0,0,2199,,14,ROANOKE COUNTY
22,306 - GARST MILL,940,0,0,940,,3,ROANOKE COUNTY
23,402 - BONSACK,389,0,0,389,,0,ROANOKE COUNTY
24,403 - NORTH VINTON,1085,0,0,1085,,7,ROANOKE COUNTY
25,404 - SOUTH VINTON,1324,0,0,1324,,12,ROANOKE COUNTY
26,405 - LINDENWOOD,1971,0,0,1971,,30,ROANOKE COUNTY
27,406 - MOUNT PLEASANT,1540,0,0,1540,,7,ROANOKE COUNTY
28,501 - COTTON HILL,1115,0,0,1115,,3,ROANOKE COUNTY
29,502 - PENN FOREST,933,0,0,933,,6,ROANOKE COUNTY
30,503 - CAVE SPRING,1246,0,0,1246,,8,ROANOKE COUNTY
31,504 - OGDEN,1037,0,0,1037,,5,ROANOKE COUNTY
32,505 - CLEARBROOK,859,0,0,859,,2,ROANOKE COUNTY
33,506 - MOUNT VERNON,924,0,0,924,,3,ROANOKE COUNTY
34,507 - HUNTING HILLS,1718,0,0,1718,,12,ROANOKE COUNTY
1,# Central Absentee,0,747,0,747,,4,ROCKBRIDGE COUNTY
2,## Provisional,0,0,12,12,,0,ROCKBRIDGE COUNTY
3,101 - AIRPORT,817,0,0,817,,5,ROCKBRIDGE COUNTY
4,102 - BEN SALEM,570,0,0,570,,0,ROCKBRIDGE COUNTY
5,103 - PLANK ROAD,319,0,0,319,,0,ROCKBRIDGE COUNTY
6,104 - EFFINGER,336,0,0,336,,0,ROCKBRIDGE COUNTY
7,201 - COLLIERSTOWN,568,0,0,568,,2,ROCKBRIDGE COUNTY
8,202 - HIGHLAND BELLE,1047,0,0,1047,,0,ROCKBRIDGE COUNTY
9,203 - VO-TECH,286,0,0,286,,0,ROCKBRIDGE COUNTY
10,301 - MAURY RIVER,486,0,0,486,,1,ROCKBRIDGE COUNTY
11,302 - NATURAL BRIDGE,491,0,0,491,,0,ROCKBRIDGE COUNTY
12,303 - FALLING SPRING,265,0,0,265,,0,ROCKBRIDGE COUNTY
13,401 - FAIRFIELD,585,0,0,585,,0,ROCKBRIDGE COUNTY
14,402 - MOUNTAIN VIEW,778,0,0,778,,0,ROCKBRIDGE COUNTY
15,403 - VESUVIUS,282,0,0,282,,0,ROCKBRIDGE COUNTY
16,501 - GOSHEN,280,0,0,280,,0,ROCKBRIDGE COUNTY
17,502 - MEADOWVIEW,541,0,0,541,,0,ROCKBRIDGE COUNTY
18,503 - ROCKBRIDGE BATHS,383,0,0,383,,0,ROCKBRIDGE COUNTY
19,504 - ROCKBRIDGE,618,0,0,618,,0,ROCKBRIDGE COUNTY
1,# Central Absentee,0,1886,0,1886,,4,ROCKINGHAM COUNTY
2,## Provisional,0,0,50,50,,0,ROCKINGHAM COUNTY
3,101 - BROADWAY,1480,0,0,1480,,4,ROCKINGHAM COUNTY
4,102 - TIMBERVILLE,698,0,0,698,,1,ROCKINGHAM COUNTY
5,103 - FULKS RUN,744,0,0,744,,0,ROCKINGHAM COUNTY
6,104 - BERGTON,287,0,0,287,,2,ROCKINGHAM COUNTY
7,105 - LACEY SPRING,652,0,0,652,,2,ROCKINGHAM COUNTY
8,106 - TENTH LEGION,579,0,0,579,,0,ROCKINGHAM COUNTY
9,107 - PLAINS,654,0,0,654,,1,ROCKINGHAM COUNTY
10,108 - LITTLE NORTH MOUNTAIN,452,0,0,452,,0,ROCKINGHAM COUNTY
11,201 - SINGERS GLEN,952,0,0,952,,1,ROCKINGHAM COUNTY
12,202 - EDOM,1511,0,0,1511,,4,ROCKINGHAM COUNTY
13,203 - DAYTON,725,0,0,725,,2,ROCKINGHAM COUNTY
14,204 - MT CLINTON,1043,0,0,1043,,4,ROCKINGHAM COUNTY
15,205 - SILVER LAKE,1358,0,0,1358,,7,ROCKINGHAM COUNTY
16,301 - KEEZLETOWN,724,0,0,724,,3,ROCKINGHAM COUNTY
17,302 - PORT REPUBLIC,1074,0,0,1074,,2,ROCKINGHAM COUNTY
18,303 - MELROSE,623,0,0,623,,1,ROCKINGHAM COUNTY
19,304 - GROTTOES,1043,0,0,1043,,1,ROCKINGHAM COUNTY
20,305 - MASSANETTA SPRINGS,1417,0,0,1417,,1,ROCKINGHAM COUNTY
21,306 - CROSS KEYS,411,0,0,411,,0,ROCKINGHAM COUNTY
22,307 - CROSSROADS,1765,0,0,1765,,14,ROCKINGHAM COUNTY
23,401 - WEST BRIDGEWATER,905,0,0,905,,2,ROCKINGHAM COUNTY
24,402 - MONTEZUMA,1054,0,0,1054,,1,ROCKINGHAM COUNTY
25,403 - MT CRAWFORD,172,0,0,172,,0,ROCKINGHAM COUNTY
26,404 - NORTH RIVER,1091,0,0,1091,,5,ROCKINGHAM COUNTY
27,405 - OTTOBINE,1177,0,0,1177,,4,ROCKINGHAM COUNTY
28,406 - EAST BRIDGEWATER,1325,0,0,1325,,38,ROCKINGHAM COUNTY
29,501 - ELKTON,1129,0,0,1129,,4,ROCKINGHAM COUNTY
30,502 - SWIFT RUN,1470,0,0,1470,,16,ROCKINGHAM COUNTY
31,503 - MCGAHEYSVILLE,1412,0,0,1412,,1,ROCKINGHAM COUNTY
32,504 - SOUTH FORK,670,0,0,670,,2,ROCKINGHAM COUNTY
33,505 - STONY RUN,1270,0,0,1270,,0,ROCKINGHAM COUNTY
1,# Central Absentee,0,729,0,729,,11,RUSSELL COUNTY
2,## Provisional,0,0,6,6,,0,RUSSELL COUNTY
3,101 - MOCCASIN,618,0,0,618,,0,RUSSELL COUNTY
4,102 - COPPER CREEK,479,0,0,479,,1,RUSSELL COUNTY
5,103 - SOUTH CASTLEWOOD,387,0,0,387,,2,RUSSELL COUNTY
6,201 - NORTH CASTLEWOOD,977,0,0,977,,3,RUSSELL COUNTY
7,202 - DANTE,206,0,0,206,,0,RUSSELL COUNTY
8,301 - COOKS MILL,194,0,0,194,,0,RUSSELL COUNTY
9,302 - DAUGHERTY,294,0,0,294,,0,RUSSELL COUNTY
10,303 - NEW GARDEN,574,0,0,574,,1,RUSSELL COUNTY
11,304 - CLEVELAND,324,0,0,324,,0,RUSSELL COUNTY
12,401 - DRILL,81,0,0,81,,0,RUSSELL COUNTY
13,402 - SWORDS CREEK,830,0,0,830,,2,RUSSELL COUNTY
14,403 - HONAKER,411,0,0,411,,0,RUSSELL COUNTY
15,501 - WEST LEBANON,1352,0,0,1352,,3,RUSSELL COUNTY
16,601 -  EAST LEBANON,739,0,0,739,,0,RUSSELL COUNTY
17,602 - ELK GARDEN,874,0,0,874,,1,RUSSELL COUNTY
1,# Central Absentee,0,755,0,755,,0,SALEM CITY
2,## Provisional,0,0,5,5,,0,SALEM CITY
3,001 - NORTH SALEM NO 2,1241,0,0,1241,,0,SALEM CITY
4,002 - CONEHURST,562,0,0,562,,0,SALEM CITY
5,003 - BEVERLY HEIGHTS,641,0,0,641,,0,SALEM CITY
6,004 - WEST SALEM,975,0,0,975,,0,SALEM CITY
7,005 - NORTH SALEM NO 1,1247,0,0,1247,,0,SALEM CITY
8,006 - SOUTH SALEM NO 1,633,0,0,633,,0,SALEM CITY
9,007 - SOUTH SALEM NO 2,923,0,0,923,,0,SALEM CITY
10,008 - EAST SALEM,339,0,0,339,,0,SALEM CITY
11,009 - SOUTH SIDE HILLS,1258,0,0,1258,,0,SALEM CITY
12,010 - HIDDEN VALLEY,1379,0,0,1379,,0,SALEM CITY
1,# Central Absentee,0,481,0,481,,3,SCOTT COUNTY
2,## Provisional,0,0,2,2,,0,SCOTT COUNTY
3,101 - WEBER CITY,557,0,0,557,,4,SCOTT COUNTY
4,102 - YUMA,664,0,0,664,,4,SCOTT COUNTY
5,202 - WEBER CITY EAST,424,0,0,424,,0,SCOTT COUNTY
6,203 - HILTONS,667,0,0,667,,0,SCOTT COUNTY
7,204 - CLARK'S,188,0,0,188,,4,SCOTT COUNTY
8,301 - NICKELSVILLE,488,0,0,488,,2,SCOTT COUNTY
9,302 - SNOWFLAKE,380,0,0,380,,1,SCOTT COUNTY
10,303 - TWIN SPRINGS,340,0,0,340,,0,SCOTT COUNTY
11,304 - COPPER CREEK,108,0,0,108,,0,SCOTT COUNTY
12,401 - GATE CITY,1219,0,0,1219,,6,SCOTT COUNTY
13,501 - DUNGANNON,273,0,0,273,,2,SCOTT COUNTY
14,502 - FORT BLACKMORE,271,0,0,271,,1,SCOTT COUNTY
15,503 - MANVILLE,148,0,0,148,,0,SCOTT COUNTY
16,504 - RYE COVE,388,0,0,388,,3,SCOTT COUNTY
17,601 - CLINCHPORT,254,0,0,254,,0,SCOTT COUNTY
18,602 - DUFFIELD-PATTONSVILLE,608,0,0,608,,0,SCOTT COUNTY
19,603 - FAIRVIEW,144,0,0,144,,0,SCOTT COUNTY
1,# Central Absentee,0,1071,0,1071,,23,SHENANDOAH COUNTY
2,## Provisional,0,0,28,28,,0,SHENANDOAH COUNTY
3,101 - ORKNEY SPRINGS,770,0,0,770,,6,SHENANDOAH COUNTY
4,103 - NEW MARKET,1837,0,0,1837,,8,SHENANDOAH COUNTY
5,201 - CONICVILLE,1284,0,0,1284,,6,SHENANDOAH COUNTY
6,202 - MT JACKSON,1069,0,0,1069,,6,SHENANDOAH COUNTY
7,302 - EDINBURG,1180,0,0,1180,,5,SHENANDOAH COUNTY
8,303 - ST LUKE,1127,0,0,1127,,6,SHENANDOAH COUNTY
9,304 - FORT VALLEY,673,0,0,673,,3,SHENANDOAH COUNTY
10,401 - WOODSTOCK,2380,0,0,2380,,100,SHENANDOAH COUNTY
11,501 - CEDAR CREEK,114,0,0,114,,0,SHENANDOAH COUNTY
12,503 - TOMS BROOK,1613,0,0,1613,,6,SHENANDOAH COUNTY
13,504 - LEBANON CHURCH,1152,0,0,1152,,0,SHENANDOAH COUNTY
14,601 - STRASBURG,2312,0,0,2312,,45,SHENANDOAH COUNTY
1,# Central Absentee,0,435,0,435,,3,SMYTH COUNTY
2,## Provisional,0,0,8,8,,0,SMYTH COUNTY
3,101 - SALTVILLE,1181,0,0,1181,,0,SMYTH COUNTY
4,201 - SEVEN MILE FORD,877,0,0,877,,0,SMYTH COUNTY
5,202 - RICH VALLEY,340,0,0,340,,0,SMYTH COUNTY
6,301 - CHILHOWIE,1131,0,0,1131,,0,SMYTH COUNTY
7,302 - ST CLAIR,347,0,0,347,,0,SMYTH COUNTY
8,401 - EAST PARK,840,0,0,840,,0,SMYTH COUNTY
9,402 - WEST PARK,395,0,0,395,,0,SMYTH COUNTY
10,501 - ATKINS,857,0,0,857,,0,SMYTH COUNTY
11,502 - WASSONA,631,0,0,631,,0,SMYTH COUNTY
12,601 - ROYAL OAK EAST,796,0,0,796,,0,SMYTH COUNTY
13,602 - ROYAL OAK WEST,462,0,0,462,,0,SMYTH COUNTY
14,701 - ADWOLFE,855,0,0,855,,0,SMYTH COUNTY
15,702 - SUGAR GROVE,510,0,0,510,,0,SMYTH COUNTY
16,703 - KONNAROCK,82,0,0,82,,0,SMYTH COUNTY
1,# Central Absentee,0,330,0,330,,8,SOUTHAMPTON COUNTY
2,## Provisional,0,0,0,0,,0,SOUTHAMPTON COUNTY
3,101 - BERLIN,488,0,0,488,,0,SOUTHAMPTON COUNTY
4,102 - IVOR,712,0,0,712,,11,SOUTHAMPTON COUNTY
5,201 - BOYKINS,674,0,0,674,,5,SOUTHAMPTON COUNTY
6,202 - BRANCHVILLE,224,0,0,224,,3,SOUTHAMPTON COUNTY
7,301 - CAPRON,578,0,0,578,,1,SOUTHAMPTON COUNTY
8,302 - SEBRELL,516,0,0,516,,0,SOUTHAMPTON COUNTY
9,401 - DREWRYVILLE,398,0,0,398,,1,SOUTHAMPTON COUNTY
10,501 - HUNTERDALE,822,0,0,822,,2,SOUTHAMPTON COUNTY
11,502 - FORKS-OF-THE-RIVER,345,0,0,345,,1,SOUTHAMPTON COUNTY
12,601 - COURTLAND,742,0,0,742,,4,SOUTHAMPTON COUNTY
13,602 - SEDLEY,306,0,0,306,,0,SOUTHAMPTON COUNTY
14,701 - BLACKWATER RIVER,354,0,0,354,,2,SOUTHAMPTON COUNTY
15,702 - NEWSOMS,533,0,0,533,,2,SOUTHAMPTON COUNTY
1,# Central Absentee,0,5582,0,5582,,25,SPOTSYLVANIA COUNTY
2,## Provisional,0,0,69,69,,0,SPOTSYLVANIA COUNTY
3,101 - PARTLOW,1282,0,0,1282,,3,SPOTSYLVANIA COUNTY
4,102 - BLAYDES CORNER,1357,0,0,1357,,9,SPOTSYLVANIA COUNTY
5,103 - TRAVELERS REST,1940,0,0,1940,,9,SPOTSYLVANIA COUNTY
6,104 - MASSAPONAX,1742,0,0,1742,,0,SPOTSYLVANIA COUNTY
7,201 - WILDERNESS SCHOOL,1660,0,0,1660,,0,SPOTSYLVANIA COUNTY
8,202 - WILDERNESS FIRE,1572,0,0,1572,,0,SPOTSYLVANIA COUNTY
9,203 - NI RIVER / ELYS FORD,1541,0,0,1541,,14,SPOTSYLVANIA COUNTY
10,204 - CHANCELLOR,2021,0,0,2021,,40,SPOTSYLVANIA COUNTY
11,301 - PLANK ROAD,1881,0,0,1881,,37,SPOTSYLVANIA COUNTY
12,302 - HAZEL RUN,2066,0,0,2066,,20,SPOTSYLVANIA COUNTY
13,303 - RIVERBEND,2651,0,0,2651,,2,SPOTSYLVANIA COUNTY
14,401 - SUMMIT,2103,0,0,2103,,20,SPOTSYLVANIA COUNTY
15,402 - PARKSIDE,2096,0,0,2096,,17,SPOTSYLVANIA COUNTY
16,403 - LEE HILL,2354,0,0,2354,,4,SPOTSYLVANIA COUNTY
17,501 - BELMONT,1182,0,0,1182,,4,SPOTSYLVANIA COUNTY
18,502 - BROKENBURG,1084,0,0,1084,,0,SPOTSYLVANIA COUNTY
19,503 - POST OAK,1169,0,0,1169,,2,SPOTSYLVANIA COUNTY
20,504 - COURTHOUSE,1818,0,0,1818,,5,SPOTSYLVANIA COUNTY
21,505 - BROCK,1901,0,0,1901,,20,SPOTSYLVANIA COUNTY
22,601 - SALEM,2062,0,0,2062,,14,SPOTSYLVANIA COUNTY
23,602 - SMITH STATION,2584,0,0,2584,,29,SPOTSYLVANIA COUNTY
24,603 - PIEDMONT,1294,0,0,1294,,18,SPOTSYLVANIA COUNTY
25,701 - BATTLEFIELD,1507,0,0,1507,,0,SPOTSYLVANIA COUNTY
26,702 - BRENTS MILL,2028,0,0,2028,,13,SPOTSYLVANIA COUNTY
27,703 - FAIRVIEW,1016,0,0,1016,,3,SPOTSYLVANIA COUNTY
28,704 - GAYLE,2620,0,0,2620,,27,SPOTSYLVANIA COUNTY
1,# Central Absentee,0,4637,0,4637,,12,STAFFORD COUNTY
2,## Provisional,0,0,59,59,,0,STAFFORD COUNTY
3,101 - HARTWOOD,3070,0,0,3070,,33,STAFFORD COUNTY
4,102 - ROCKY RUN,1863,0,0,1863,,17,STAFFORD COUNTY
5,103 - SIMPSON,1973,0,0,1973,,14,STAFFORD COUNTY
6,104 - COLLEGE,2364,0,0,2364,,2,STAFFORD COUNTY
7,201 - ROCK HILL,1614,0,0,1614,,5,STAFFORD COUNTY
8,202 - ROSEVILLE,2192,0,0,2192,,12,STAFFORD COUNTY
9,203 - RUBY,1531,0,0,1531,,7,STAFFORD COUNTY
10,204 - STEFANIGA,2247,0,0,2247,,34,STAFFORD COUNTY
11,301 - GRIFFIS,1429,0,0,1429,,6,STAFFORD COUNTY
12,302 - WIDEWATER,2193,0,0,2193,,12,STAFFORD COUNTY
13,303 - HARBOUR,1283,0,0,1283,,6,STAFFORD COUNTY
14,304 - BARRETT,894,0,0,894,,1,STAFFORD COUNTY
15,401 - AQUIA,788,0,0,788,,4,STAFFORD COUNTY
16,402 - COURTHOUSE,2576,0,0,2576,,15,STAFFORD COUNTY
17,403 - BROOKE,2362,0,0,2362,,34,STAFFORD COUNTY
18,404 - GOVERNMENT ISLAND,1508,0,0,1508,,3,STAFFORD COUNTY
19,501 - GRAFTON,2473,0,0,2473,,16,STAFFORD COUNTY
20,502 - FALMOUTH,1707,0,0,1707,,13,STAFFORD COUNTY
21,503 - DREW,1717,0,0,1717,,10,STAFFORD COUNTY
22,504 - GAYLE,1661,0,0,1661,,34,STAFFORD COUNTY
23,601 - FERRY FARM,1733,0,0,1733,,36,STAFFORD COUNTY
24,602 - CHATHAM,2054,0,0,2054,,12,STAFFORD COUNTY
25,603 - WHITE OAK,2146,0,0,2146,,7,STAFFORD COUNTY
26,604 - ENGLAND RUN,1147,0,0,1147,,18,STAFFORD COUNTY
27,701 - WOODLANDS,2432,0,0,2432,,21,STAFFORD COUNTY
28,702 - WHITSON,1790,0,0,1790,,5,STAFFORD COUNTY
29,703 - HAMPTON,2825,0,0,2825,,32,STAFFORD COUNTY
1,# Central Absentee,0,834,0,834,,0,STAUNTON CITY
2,## Provisional,0,0,18,18,,0,STAUNTON CITY
3,101 - WARD NO 1,1699,0,0,1699,,0,STAUNTON CITY
4,201 - WARD NO 2,2030,0,0,2030,,0,STAUNTON CITY
5,301 - WARD NO 3,1803,0,0,1803,,0,STAUNTON CITY
6,401 - WARD NO 4,1535,0,0,1535,,0,STAUNTON CITY
7,501 - WARD NO 5,1751,0,0,1751,,0,STAUNTON CITY
1,# Central Absentee,0,2931,0,2931,,0,SUFFOLK CITY
2,## Provisional,0,0,57,57,,0,SUFFOLK CITY
3,101 - BELLEHARBOUR,1096,0,0,1096,,4,SUFFOLK CITY
4,102 - DRIVER,2390,0,0,2390,,20,SUFFOLK CITY
5,104 - BENNETTS CREEK,1592,0,0,1592,,6,SUFFOLK CITY
6,201 - EBENEZER,1244,0,0,1244,,4,SUFFOLK CITY
7,202 - CHUCKATUCK,1188,0,0,1188,,5,SUFFOLK CITY
8,203 - KINGS FORK,1673,0,0,1673,,7,SUFFOLK CITY
9,204 - HILLPOINT,1289,0,0,1289,,15,SUFFOLK CITY
10,301 - WHITE MARSH,452,0,0,452,,1,SUFFOLK CITY
11,302 - JOHN F KENNEDY,1522,0,0,1522,,14,SUFFOLK CITY
12,304 - NANSEMOND RIVER,1529,0,0,1529,,37,SUFFOLK CITY
13,305 - SHOULDERS HILL,694,0,0,694,,0,SUFFOLK CITY
14,401 - AIRPORT,799,0,0,799,,3,SUFFOLK CITY
15,402 - WHALEYVILLE,968,0,0,968,,5,SUFFOLK CITY
16,403 - SOUTHSIDE,621,0,0,621,,2,SUFFOLK CITY
17,404 - BOOKER T WASHINGTON,1070,0,0,1070,,4,SUFFOLK CITY
18,405 - PITTMANTOWN,375,0,0,375,,2,SUFFOLK CITY
19,501 - KILBYS MILL,1733,0,0,1733,,5,SUFFOLK CITY
20,502 - HOLLAND,1527,0,0,1527,,20,SUFFOLK CITY
21,504 - LAKE COHOON,1715,0,0,1715,,7,SUFFOLK CITY
22,601 - LAKESIDE,1417,0,0,1417,,6,SUFFOLK CITY
23,602 - OLDE TOWNE,381,0,0,381,,0,SUFFOLK CITY
24,603 - ELEPHANTS FORK/WESTHAVEN,501,0,0,501,,2,SUFFOLK CITY
25,604 - WILROY,1052,0,0,1052,,7,SUFFOLK CITY
26,605 - HOLLYWOOD,616,0,0,616,,9,SUFFOLK CITY
27,702 - HARBOURVIEW,1823,0,0,1823,,29,SUFFOLK CITY
28,704 - BURBAGE GRANT,1644,0,0,1644,,4,SUFFOLK CITY
29,706 - HUNTERSVILLE,1654,0,0,1654,,20,SUFFOLK CITY
1,## Provisional,0,0,4,4,,0,SURRY COUNTY
2,101 - SURRY,677,72,0,749,,0,SURRY COUNTY
3,201 - BACONS CASTLE,661,50,0,711,,0,SURRY COUNTY
4,301 - DENDRON,328,38,0,366,,0,SURRY COUNTY
5,302 - WALLS BRIDGE,297,30,0,327,,0,SURRY COUNTY
6,401 - CARSLEY,609,56,0,665,,0,SURRY COUNTY
7,501 - CLAREMONT,416,31,0,447,,0,SURRY COUNTY
8,502 - SPRING GROVE,200,32,0,232,,0,SURRY COUNTY
1,# Central Absentee,0,188,0,188,,0,SUSSEX COUNTY
2,## Provisional,0,0,10,10,,0,SUSSEX COUNTY
3,101 - WAVERLY,579,0,0,579,,0,SUSSEX COUNTY
4,201 - STONY CREEK,464,0,0,464,,0,SUSSEX COUNTY
5,202 - LITTLE MILL,122,0,0,122,,0,SUSSEX COUNTY
6,301 - COURTHOUSE,496,0,0,496,,0,SUSSEX COUNTY
7,302 - WAKEFIELD,138,0,0,138,,0,SUSSEX COUNTY
8,401 - MARS HILL,546,0,0,546,,0,SUSSEX COUNTY
9,402 - WEST WAKEFIELD,68,0,0,68,,0,SUSSEX COUNTY
10,501 - HENRY,434,0,0,434,,0,SUSSEX COUNTY
11,502 - YALE,215,0,0,215,,0,SUSSEX COUNTY
12,601 - BLACKWATER,435,0,0,435,,0,SUSSEX COUNTY
13,602 - NEWVILLE,239,0,0,239,,0,SUSSEX COUNTY
1,# Central Absentee,2,891,0,893,,0,TAZEWELL COUNTY
2,## Provisional,0,0,8,8,,0,TAZEWELL COUNTY
3,101 - INDIAN VALLEY,389,0,0,389,,2,TAZEWELL COUNTY
4,102 - TIP TOP,290,0,0,290,,1,TAZEWELL COUNTY
5,103 - MUNDY TOWN,605,0,0,605,,0,TAZEWELL COUNTY
6,104 - FALLS MILLS,312,0,0,312,,0,TAZEWELL COUNTY
7,106 - POCAHONTAS,184,0,0,184,,0,TAZEWELL COUNTY
8,107 - AMONATE,60,0,0,60,,1,TAZEWELL COUNTY
9,109 - BISHOP,107,0,0,107,,0,TAZEWELL COUNTY
10,112 - BANDY,124,0,0,124,,0,TAZEWELL COUNTY
11,203 - BURKES GARDEN,95,0,0,95,,1,TAZEWELL COUNTY
12,204 - CLEAR FORK,366,0,0,366,,0,TAZEWELL COUNTY
13,207 - FREESTONE,124,0,0,124,,0,TAZEWELL COUNTY
14,209 - JEFFERSONVILLE,1769,0,0,1769,,5,TAZEWELL COUNTY
15,214 - THOMPSON VALLEY,399,0,0,399,,1,TAZEWELL COUNTY
16,301 - CEDAR BLUFF,1432,0,0,1432,,6,TAZEWELL COUNTY
17,302 - BAPTIST VALLEY,269,0,0,269,,0,TAZEWELL COUNTY
18,303 - PAINT LICK,993,0,0,993,,1,TAZEWELL COUNTY
19,401 - RICHLANDS,2296,0,0,2296,,2,TAZEWELL COUNTY
20,402 - JEWELL RIDGE,163,0,0,163,,1,TAZEWELL COUNTY
21,501 - SPRINGVILLE,918,0,0,918,,0,TAZEWELL COUNTY
22,502 - GRAHAM,1673,0,0,1673,,5,TAZEWELL COUNTY
1,# Central Absentee,0,15232,0,15232,,450,VIRGINIA BEACH CITY
2,## Provisional,0,0,883,883,,0,VIRGINIA BEACH CITY
3,001 - NORTH BEACH,2309,0,0,2309,,29,VIRGINIA BEACH CITY
4,002 - SOUTH BEACH,1760,0,0,1760,,26,VIRGINIA BEACH CITY
5,003 - OCEAN LAKES,1234,0,0,1234,,12,VIRGINIA BEACH CITY
6,004 - LINKHORN,1820,0,0,1820,,30,VIRGINIA BEACH CITY
7,005 - SEATACK,1620,0,0,1620,,30,VIRGINIA BEACH CITY
8,006 - ALANTON,1969,0,0,1969,,35,VIRGINIA BEACH CITY
9,007 - KINGSTON,1248,0,0,1248,,13,VIRGINIA BEACH CITY
10,008 - LONDON BRIDGE,1920,0,0,1920,,17,VIRGINIA BEACH CITY
11,009 - TRANTWOOD,1750,0,0,1750,,14,VIRGINIA BEACH CITY
12,010 - GREAT NECK,2016,0,0,2016,,14,VIRGINIA BEACH CITY
13,011 - CAPE HENRY,2173,0,0,2173,,20,VIRGINIA BEACH CITY
14,012 - PLAZA,1653,0,0,1653,,43,VIRGINIA BEACH CITY
15,013 - MT TRASHMORE,2074,0,0,2074,,72,VIRGINIA BEACH CITY
16,014 - MALIBU,1774,0,0,1774,,34,VIRGINIA BEACH CITY
17,015 - OLD DONATION,1174,0,0,1174,,22,VIRGINIA BEACH CITY
18,016 - ARAGONA,1987,0,0,1987,,44,VIRGINIA BEACH CITY
19,017 - OCEAN PARK,1371,0,0,1371,,8,VIRGINIA BEACH CITY
20,018 - THOROUGHGOOD,2114,0,0,2114,,49,VIRGINIA BEACH CITY
21,019 - LAKE SMITH,989,0,0,989,,10,VIRGINIA BEACH CITY
22,020 - BAYSIDE,1419,0,0,1419,,29,VIRGINIA BEACH CITY
23,021 - DAVIS CORNER,1518,0,0,1518,,12,VIRGINIA BEACH CITY
24,022 - POINT O VIEW,1450,0,0,1450,,35,VIRGINIA BEACH CITY
25,023 - ARROWHEAD,1677,0,0,1677,,14,VIRGINIA BEACH CITY
26,024 - LARKSPUR,1201,0,0,1201,,9,VIRGINIA BEACH CITY
27,025 - AVALON,2343,0,0,2343,,37,VIRGINIA BEACH CITY
28,026 - FAIRFIELD,1604,0,0,1604,,15,VIRGINIA BEACH CITY
29,027 - EDWIN,1785,0,0,1785,,32,VIRGINIA BEACH CITY
30,028 - THALIA,1347,0,0,1347,,20,VIRGINIA BEACH CITY
31,029 - HOLLAND,1569,0,0,1569,,13,VIRGINIA BEACH CITY
32,030 - RED WING,1644,0,0,1644,,82,VIRGINIA BEACH CITY
33,031 - SIGMA,2082,0,0,2082,,11,VIRGINIA BEACH CITY
34,032 - CREEDS,889,0,0,889,,9,VIRGINIA BEACH CITY
35,033 - CAPPS SHOP,982,0,0,982,,3,VIRGINIA BEACH CITY
36,034 - BLACKWATER,574,0,0,574,,4,VIRGINIA BEACH CITY
37,035 - COURTHOUSE,1843,0,0,1843,,92,VIRGINIA BEACH CITY
